# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.06,1.00,3.00,-21.10,12.00,-32.90,4.40,120.00,24.80
0.12,1.00,3.00,-21.70,10.30,-32.00,4.80,70.30,25.20
0.18,1.00,3.00,-20.80,12.40,-34.40,4.80,120.00,25.20
0.25,0.00,3.00,-21.10,10.00,-34.70,0.40,120.00,24.60
0.31,0.00,3.00,-20.00,14.40,-33.90,1.30,120.00,24.80
0.38,0.00,3.00,-20.90,13.80,-32.30,2.90,120.00,25.20
0.44,0.00,3.00,-20.90,13.80,-32.30,5.70,120.00,25.00
0.50,0.00,3.00,-22.30,12.40,-33.30,0.00,120.00,24.40
0.57,0.00,3.00,-22.30,12.40,-33.30,3.40,120.00,24.70
0.63,0.00,3.00,-22.40,12.60,-33.80,7.10,120.00,25.00
0.69,0.00,3.00,-22.90,11.10,-33.50,7.50,120.00,24.50
0.76,0.00,3.00,-21.10,10.00,-33.30,3.30,120.00,24.40
0.82,0.00,3.00,-21.10,10.00,-33.30,7.00,120.00,25.00
0.88,0.00,3.00,-22.10,10.60,-33.80,5.50,120.00,24.60
0.95,0.00,3.00,-22.10,10.60,-33.80,3.10,120.00,25.40
1.01,0.00,3.00,-21.70,13.30,-32.30,1.90,120.00,24.70
1.07,0.00,3.00,-20.90,13.30,-33.80,1.50,120.00,25.40
1.14,0.00,3.00,-21.70,13.00,-32.70,8.20,120.00,24.50
1.20,0.00,3.00,-21.70,13.00,-32.70,4.90,120.00,24.40
1.27,0.00,3.00,-20.90,12.60,-32.00,2.80,120.00,25.00
1.33,0.00,3.00,-20.80,13.20,-34.40,5.60,120.00,24.70
1.39,0.00,3.00,-20.80,13.20,-34.40,0.00,120.00,24.80
1.46,0.00,3.00,-20.20,11.10,-33.80,4.50,120.00,24.80
1.52,0.00,3.00,-20.80,12.70,-33.90,4.00,120.00,25.50
1.58,0.00,3.00,-20.90,11.80,-34.20,6.20,120.00,24.30
1.65,0.00,3.00,-21.40,13.00,-32.70,8.20,120.00,25.00
1.71,0.00,3.00,-20.80,12.70,-33.90,4.20,120.00,25.40
1.77,0.00,3.00,-22.40,11.80,-32.00,1.80,120.00,25.00
1.84,0.00,3.00,-22.60,12.00,-32.10,5.60,120.00,25.20
1.90,0.00,3.00,-22.60,12.00,-32.10,4.60,120.00,24.60
1.96,0.00,3.00,-20.60,12.30,-32.70,6.70,120.00,25.10
2.02,0.00,3.00,-20.60,12.30,-32.70,4.90,120.00,24.60
2.09,0.00,3.00,-22.10,10.30,-33.80,7.50,120.00,25.10
2.15,0.00,3.00,-22.10,10.30,-33.80,2.20,120.00,25.00
2.21,0.00,3.00,-22.90,11.80,-34.20,4.10,120.00,25.00
2.28,0.00,3.00,-22.90,12.30,-32.30,6.70,120.00,24.40
2.34,0.00,3.00,-21.50,11.70,-33.60,4.00,120.00,25.40
2.40,0.00,3.00,-20.50,10.90,-31.10,5.80,120.00,25.10
2.47,0.00,3.00,-20.50,10.90,-31.10,6.90,120.00,24.40
2.53,0.00,3.00,-22.30,12.00,-32.10,0.00,120.00,24.70
2.59,0.00,3.00,-22.90,12.30,-33.00,5.00,120.00,24.70
2.66,0.00,3.00,-21.10,12.40,-31.40,1.30,120.00,24.60
2.72,0.00,3.00,-21.10,12.40,-31.40,2.60,120.00,24.60
2.78,0.00,3.00,-21.40,12.60,-32.70,3.70,120.00,24.60
2.85,0.00,3.00,-21.50,12.70,-31.80,2.00,120.00,24.70
2.91,0.00,3.00,-21.50,12.70,-31.80,5.90,120.00,24.80
2.97,0.00,3.00,-22.90,13.80,-33.80,4.10,120.00,24.70
3.04,0.00,3.00,-22.90,13.80,-33.80,5.00,120.00,24.90
3.10,0.00,3.00,-19.40,11.40,-31.70,1.60,120.00,24.10
3.17,0.00,3.00,-21.40,13.00,-33.00,8.20,120.00,25.00
3.23,0.00,3.00,-23.00,10.90,-32.60,1.60,120.00,24.70
3.29,0.00,3.00,-21.50,11.20,-32.10,6.80,120.00,24.90
3.36,0.00,3.00,-20.90,9.90,-33.80,2.60,120.00,25.90
3.42,0.00,3.00,-20.90,9.90,-33.80,3.20,120.00,25.00
3.48,0.00,3.00,-20.00,13.90,-32.10,5.00,120.00,24.60
3.54,0.00,3.00,-20.60,12.60,-32.70,2.60,93.40,24.50
3.61,0.00,3.00,-23.80,12.40,-31.80,5.10,120.00,25.20
3.67,0.00,3.00,-23.80,12.40,-31.80,5.90,120.00,24.70
3.74,0.00,3.00,-20.60,11.80,-33.00,0.40,120.00,25.10
3.80,0.00,3.00,-20.00,12.40,-33.30,2.10,120.00,24.60
3.86,0.00,3.00,-20.00,12.40,-33.30,6.80,120.00,25.00
3.93,0.00,3.00,-21.50,12.00,-31.40,0.80,120.00,24.90
3.99,0.00,3.00,-21.50,12.00,-31.40,2.70,120.00,24.80
4.05,0.00,3.00,-22.30,12.00,-32.10,6.30,120.00,24.90
4.12,0.00,3.00,-21.10,11.70,-32.90,2.40,120.00,25.00
4.18,0.00,3.00,-20.80,13.50,-32.90,5.90,120.00,24.70
4.24,0.00,3.00,-20.00,12.70,-32.60,3.90,120.00,24.40
4.31,0.00,3.00,-20.50,12.00,-31.40,5.60,120.00,24.40
4.37,0.00,3.00,-20.50,12.00,-31.40,7.60,120.00,25.00
4.43,0.00,3.00,-21.40,13.30,-31.20,5.40,120.00,24.50
4.50,0.00,3.00,-21.40,13.30,-31.20,1.40,120.00,24.60
4.56,0.00,3.00,-22.10,11.40,-32.00,5.30,120.00,24.70
4.62,0.00,3.00,-20.20,12.60,-32.30,3.80,120.00,25.10
4.69,0.00,3.00,-21.50,12.40,-32.60,7.00,120.00,24.70
4.75,0.00,3.00,-21.50,12.40,-32.60,3.00,120.00,25.20
4.81,0.00,3.00,-22.30,12.40,-33.30,3.30,120.00,24.50
4.87,0.00,3.00,-20.90,10.60,-32.70,4.60,120.00,25.40
4.94,0.00,3.00,-20.90,10.60,-32.70,3.20,120.00,24.40
5.00,0.00,3.00,-21.40,10.60,-31.70,4.90,120.00,24.60
5.07,0.00,3.00,-21.10,11.70,-32.60,3.20,120.00,25.20
5.13,0.00,3.00,-19.90,11.80,-33.80,5.20,120.00,24.80
5.19,0.00,3.00,-22.60,10.90,-32.10,4.90,120.00,24.70
5.26,0.00,3.00,-21.80,11.70,-32.60,2.30,120.00,24.90
5.32,0.00,3.00,-21.80,11.70,-32.60,3.30,120.00,25.30
5.38,0.00,3.00,-20.90,13.00,-32.00,1.40,120.00,24.90
5.45,0.00,3.00,-20.80,13.20,-32.90,8.40,120.00,24.80
5.51,0.00,3.00,-20.80,12.70,-33.30,5.40,120.00,25.10
5.57,0.00,3.00,-20.80,12.70,-33.30,2.20,120.00,24.90
5.64,0.00,3.00,-21.70,11.40,-32.30,5.50,120.00,24.90
5.70,0.00,3.00,-20.80,13.20,-32.60,3.10,120.00,24.90
5.76,0.00,3.00,-20.80,12.40,-32.10,5.60,120.00,24.80
5.83,0.00,3.00,-21.50,11.70,-33.60,6.20,120.00,25.10
5.89,0.00,3.00,-22.10,11.80,-32.00,3.20,120.00,24.60
5.95,0.00,3.00,-20.60,9.90,-32.70,7.10,120.00,24.70
6.02,0.00,3.00,-19.00,11.20,-33.30,5.20,120.00,24.80
6.08,0.00,3.00,-22.10,12.30,-35.00,6.20,120.00,25.00
6.14,0.00,3.00,-20.50,11.20,-32.60,2.90,120.00,24.40
6.21,0.00,3.00,-20.50,11.20,-32.60,0.70,120.00,25.00
6.27,0.00,3.00,-21.10,11.20,-33.30,2.30,120.00,25.30
6.33,0.00,3.00,-20.80,12.70,-34.40,2.10,120.00,24.40
6.40,0.00,3.00,-20.60,12.60,-32.30,4.90,120.00,24.70
6.46,0.00,3.00,-19.70,11.20,-32.60,4.80,120.00,25.00
6.52,0.00,3.00,-20.80,12.70,-33.60,6.90,120.00,25.20
6.59,0.00,3.00,-20.80,12.70,-33.60,0.00,120.00,25.20
6.65,0.00,3.00,-20.80,13.50,-33.30,3.20,120.00,24.50
6.72,0.00,3.00,-20.00,12.70,-31.80,7.20,120.00,25.10
6.78,0.00,3.00,-20.90,12.30,-33.50,3.50,120.00,24.90
6.84,0.00,3.00,-20.90,12.30,-33.50,4.40,120.00,25.10
6.91,0.00,3.00,-21.10,10.90,-32.10,4.40,120.00,24.70
6.97,0.00,3.00,-21.10,10.90,-32.10,1.60,120.00,25.00
7.03,0.00,3.00,-21.80,10.90,-33.60,0.40,120.00,25.10
7.10,0.00,3.00,-19.70,11.70,-33.30,4.90,120.00,24.30
7.16,0.00,3.00,-21.10,12.40,-32.60,7.40,120.00,25.60
7.22,0.00,3.00,-21.10,12.40,-32.60,1.70,120.00,24.60
7.29,0.00,3.00,-23.30,12.70,-33.90,5.40,120.00,25.10
7.35,0.00,3.00,-19.90,12.60,-34.20,4.40,120.00,25.20
7.41,0.00,3.00,-22.10,11.40,-33.80,0.50,120.00,25.00
7.47,0.00,3.00,-21.70,12.60,-32.00,1.60,120.00,24.50
7.54,0.00,3.00,-20.80,10.90,-32.60,5.10,120.00,24.80
7.60,0.00,3.00,-20.80,10.90,-32.60,3.40,120.00,24.90
7.67,0.00,3.00,-20.00,11.70,-32.90,4.60,120.00,24.80
7.73,0.00,3.00,-21.10,13.50,-32.90,2.80,120.00,25.60
7.79,0.00,3.00,-21.10,12.70,-33.60,4.40,120.00,25.10
7.86,0.00,3.00,-21.10,12.70,-33.60,4.80,120.00,25.20
7.92,0.00,3.00,-21.40,13.80,-33.50,5.60,120.00,24.60
7.98,0.00,3.00,-20.50,11.70,-31.80,5.70,120.00,25.30
8.05,0.00,3.00,-21.50,12.00,-32.10,1.90,120.00,25.00
8.11,0.00,3.00,-21.80,11.70,-32.10,2.90,120.00,24.90
8.17,0.00,3.00,-23.20,11.80,-33.00,5.70,120.00,25.10
8.24,0.00,3.00,-21.70,13.30,-32.70,4.00,120.00,25.00
8.30,0.00,3.00,-21.70,13.30,-32.70,6.60,120.00,24.40
8.36,0.00,3.00,-20.00,12.00,-31.80,4.50,120.00,24.50
8.43,0.00,3.00,-20.00,12.00,-31.80,6.10,120.00,24.60
8.49,0.00,3.00,-21.80,10.90,-34.40,3.40,120.00,25.10
8.55,0.00,3.00,-20.90,12.60,-31.20,7.60,120.00,25.40
8.62,0.00,3.00,-21.10,12.00,-32.10,2.60,120.00,24.50
8.68,0.00,3.00,-21.10,12.00,-32.10,4.50,120.00,25.20
8.75,0.00,3.00,-21.50,12.70,-33.60,7.30,120.00,25.10
8.81,0.00,3.00,-21.50,12.70,-33.60,6.40,120.00,24.90
8.87,0.00,3.00,-21.40,13.80,-32.00,4.50,120.00,24.30
8.94,0.00,3.00,-21.40,13.80,-32.00,6.90,120.00,24.50
9.00,0.00,3.00,-22.10,11.80,-32.30,4.00,120.00,23.80
9.06,0.00,3.00,-20.80,12.70,-32.90,5.60,120.00,24.70
9.13,0.00,3.00,-20.80,12.40,-32.90,0.00,120.00,25.00
9.19,0.00,3.00,-21.50,12.00,-33.60,4.70,120.00,25.20
9.25,0.00,3.00,-22.40,10.60,-33.80,0.00,120.00,25.00
9.32,0.00,3.00,-20.60,12.30,-33.00,5.70,120.00,24.70
9.38,0.00,3.00,-21.70,14.10,-32.00,7.50,120.00,25.20
9.44,0.00,3.00,-21.10,12.40,-32.60,3.80,120.00,24.50
9.51,0.00,3.00,-22.30,13.20,-32.90,4.00,120.00,24.80
9.57,0.00,3.00,-21.70,10.60,-32.00,2.50,120.00,24.60
9.63,0.00,3.00,-21.70,10.60,-32.00,5.00,120.00,24.70
9.70,0.00,3.00,-21.10,12.00,-32.60,4.20,120.00,25.40
9.76,0.00,3.00,-21.10,12.00,-32.60,10.60,120.00,25.10
9.82,0.00,3.00,-21.80,12.70,-33.90,2.10,120.00,24.70
9.89,0.00,3.00,-22.10,10.60,-33.00,5.60,120.00,25.00
9.95,0.00,3.00,-22.30,11.70,-33.30,7.00,120.00,25.00
10.02,0.00,3.00,-21.10,13.90,-32.60,3.90,120.00,24.60
10.08,0.00,3.00,-21.50,12.40,-32.10,5.30,120.00,24.60
10.14,0.00,3.00,-20.20,10.30,-32.30,2.10,120.00,24.80
10.21,0.00,3.00,-22.10,12.30,-33.00,4.00,120.00,25.20
10.27,0.00,3.00,-21.10,11.70,-32.90,2.60,120.00,24.60
10.33,0.00,3.00,-21.40,11.80,-33.00,1.10,120.00,24.50
10.39,0.00,3.00,-20.50,13.20,-33.30,4.10,120.00,24.60
10.46,0.00,3.00,-22.10,14.10,-32.70,5.50,120.00,25.00
10.52,0.00,3.00,-20.90,11.80,-33.00,3.80,120.00,24.50
10.58,0.00,3.00,-21.40,13.30,-32.70,4.90,120.00,24.60
10.65,0.00,3.00,-21.40,13.30,-32.70,4.30,120.00,24.60
10.71,0.00,3.00,-19.30,11.20,-33.30,3.10,120.00,24.60
10.77,0.00,3.00,-21.40,13.00,-32.70,1.20,120.00,25.30
10.84,0.00,5.00,-19.10,12.60,-32.70,2.50,59.80,24.70
10.90,0.00,3.00,-20.50,10.90,-32.60,1.00,120.00,24.70
10.97,0.00,3.00,-22.40,10.60,-33.00,4.00,120.00,24.40
11.03,0.00,3.00,-22.40,10.60,-33.00,4.90,120.00,25.20
11.09,0.00,3.00,-20.50,12.00,-31.80,4.50,120.00,25.00
11.16,0.00,3.00,-19.90,11.40,-34.50,4.20,120.00,25.20
11.22,0.00,3.00,-19.90,11.40,-34.50,4.40,120.00,24.80
11.28,0.00,3.00,-19.70,12.70,-33.30,2.60,120.00,24.80
11.35,0.00,3.00,-22.10,12.30,-33.50,4.80,120.00,24.90
11.41,0.00,3.00,-22.10,12.30,-33.50,6.00,120.00,24.80
11.47,0.00,3.00,-20.90,12.30,-33.00,4.10,120.00,24.60
11.54,0.00,3.00,-21.50,12.40,-32.10,5.00,120.00,24.90
11.60,0.00,3.00,-21.40,11.40,-32.30,5.30,120.00,24.40
11.66,0.00,3.00,-21.40,11.40,-32.30,2.10,120.00,25.00
11.73,0.00,3.00,-21.80,11.20,-33.30,8.80,120.00,24.70
11.79,0.00,3.00,-22.60,12.70,-33.60,5.60,120.00,25.10
11.85,0.00,3.00,-22.60,12.70,-33.60,6.00,120.00,25.70
11.92,0.00,3.00,-22.90,11.10,-32.30,9.80,120.00,24.90
11.98,0.00,3.00,-22.30,12.00,-32.90,6.30,120.00,24.90
12.04,0.00,3.00,-19.40,12.30,-33.50,8.20,120.00,25.20
12.11,0.00,3.00,-20.20,11.80,-36.00,4.20,120.00,25.10
12.17,0.00,3.00,-22.40,12.30,-32.70,0.50,120.00,24.90
12.24,0.00,3.00,-21.80,10.90,-33.60,3.90,120.00,25.20
12.30,0.00,3.00,-21.80,10.90,-33.60,3.20,120.00,25.20
12.36,0.00,3.00,-22.30,12.00,-32.60,5.60,120.00,24.80
12.43,0.00,3.00,-21.50,10.90,-31.80,2.60,120.00,24.40
12.49,0.00,3.00,-22.40,11.80,-32.70,3.50,120.00,25.10
12.55,0.00,3.00,-20.90,12.60,-33.50,2.80,120.00,25.40
12.62,0.00,3.00,-20.90,12.60,-33.50,4.70,120.00,24.60
12.68,0.00,3.00,-20.20,10.30,-33.00,4.60,120.00,24.80
12.75,0.00,3.00,-19.90,13.80,-33.50,6.00,120.00,25.10
12.81,0.00,3.00,-20.90,13.30,-33.50,4.70,120.00,25.30
12.87,0.00,3.00,-21.70,12.30,-32.70,3.60,120.00,25.10
12.94,0.00,3.00,-21.80,12.70,-32.90,4.80,120.00,25.00
13.00,0.00,3.00,-21.80,12.70,-32.90,7.90,120.00,24.60
13.06,0.00,3.00,-20.80,11.20,-33.30,7.60,120.00,25.00
13.12,0.00,3.00,-20.80,11.20,-33.30,4.40,120.00,24.90
13.19,0.00,3.00,-22.30,13.20,-32.90,6.10,120.00,24.90
13.25,0.00,3.00,-21.50,13.50,-31.10,0.00,120.00,25.40
13.31,0.00,3.00,-22.10,10.30,-33.50,0.40,120.00,24.90
13.38,0.00,3.00,-21.70,13.00,-33.80,9.50,120.00,24.80
13.44,0.00,3.00,-22.30,13.90,-32.90,0.00,120.00,24.80
13.50,0.00,3.00,-20.80,10.50,-35.10,4.70,120.00,24.80
13.57,0.00,3.00,-20.80,10.50,-35.10,0.60,120.00,25.00
13.63,0.00,5.00,-20.60,12.30,-32.30,5.30,55.70,24.60
13.69,0.00,3.00,-20.90,12.30,-32.30,1.40,120.00,24.80
13.76,0.00,3.00,-21.40,11.80,-32.70,7.50,120.00,25.30
13.82,0.00,3.00,-21.40,11.80,-32.70,1.90,120.00,25.20
13.89,0.00,3.00,-22.10,11.40,-33.00,3.20,120.00,25.00
13.95,0.00,3.00,-22.10,11.40,-33.00,3.70,120.00,24.40
14.01,0.00,3.00,-22.10,12.30,-33.50,4.00,120.00,24.50
14.08,0.00,3.00,-21.40,13.00,-33.50,7.10,120.00,25.20
14.14,0.00,3.00,-22.40,13.30,-32.70,3.80,120.00,24.80
14.20,0.00,3.00,-22.40,13.30,-32.70,1.70,120.00,24.40
14.27,0.00,3.00,-21.50,12.70,-33.60,7.60,120.00,25.50
14.33,0.00,5.00,-21.50,12.70,-33.60,5.90,11.90,24.80
14.39,0.00,3.00,-22.60,11.20,-32.60,11.50,120.00,25.00
14.46,0.00,3.00,-20.50,12.40,-31.40,4.10,120.00,24.60
14.52,0.00,3.00,-22.40,13.30,-33.00,4.40,120.00,25.00
14.58,0.00,3.00,-22.40,13.30,-33.00,3.90,120.00,25.30
14.65,0.00,3.00,-20.90,12.30,-32.00,5.00,120.00,25.10
14.71,0.00,3.00,-20.50,10.90,-32.60,4.50,120.00,24.40
14.77,0.00,3.00,-21.10,12.00,-32.90,3.90,120.00,24.90
14.84,0.00,3.00,-21.40,10.60,-32.00,2.20,120.00,24.70
14.90,0.00,3.00,-21.10,12.70,-32.10,6.50,120.00,24.30
14.96,0.00,3.00,-21.50,11.70,-32.60,4.40,120.00,24.50
15.03,0.00,3.00,-21.50,11.70,-32.60,4.70,120.00,24.00
15.09,0.00,3.00,-21.40,12.30,-34.20,3.60,120.00,24.70
15.15,0.00,3.00,-21.40,12.30,-34.20,2.00,120.00,24.80
15.22,0.00,3.00,-21.10,10.90,-32.90,2.00,120.00,24.80
15.28,0.00,3.00,-19.10,11.10,-32.00,4.50,120.00,24.80
15.34,0.00,3.00,-22.60,13.20,-31.40,2.30,120.00,25.30
15.41,0.00,3.00,-20.60,11.40,-32.70,3.80,120.00,24.90
15.47,0.00,3.00,-21.10,12.40,-35.90,5.50,120.00,24.60
15.53,0.00,3.00,-23.00,11.70,-32.10,0.90,120.00,24.80
15.60,0.00,3.00,-21.10,11.70,-32.60,2.30,120.00,25.30
15.66,0.00,3.00,-21.10,11.70,-32.60,5.50,120.00,24.90
15.72,0.00,3.00,-21.40,12.30,-32.70,3.70,120.00,24.80
15.79,0.00,3.00,-22.10,13.30,-32.30,5.70,120.00,25.10
15.85,0.00,3.00,-22.10,13.30,-32.30,6.10,120.00,24.80
15.91,0.00,3.00,-20.90,11.80,-33.00,4.70,120.00,25.00
15.98,0.00,3.00,-21.40,13.00,-33.80,4.40,120.00,24.90
16.04,0.00,3.00,-21.10,12.00,-34.40,8.90,120.00,25.30
16.10,0.00,3.00,-22.30,12.40,-33.30,2.70,120.00,25.60
16.17,0.00,3.00,-21.50,12.00,-34.40,1.80,120.00,25.40
16.23,0.00,3.00,-23.00,11.20,-33.60,3.10,120.00,25.20
16.29,0.00,3.00,-21.40,13.00,-33.80,6.90,120.00,24.70
16.42,0.00,3.00,-21.80,13.50,-32.60,4.90,120.00,24.60
16.49,0.00,3.00,-21.80,11.70,-32.10,8.30,120.00,24.40
16.55,0.00,3.00,-20.60,11.40,-32.70,1.70,120.00,24.80
16.61,0.00,3.00,-20.60,11.40,-32.70,4.20,120.00,24.90
16.68,0.00,3.00,-20.60,11.40,-33.50,5.50,120.00,24.60
16.74,0.00,3.00,-20.60,11.40,-33.50,4.90,120.00,24.60
16.81,0.00,3.00,-21.80,12.40,-31.10,5.10,120.00,24.50
16.87,0.00,3.00,-20.50,11.20,-32.10,0.70,120.00,24.30
16.93,0.00,3.00,-20.20,11.80,-33.50,4.50,120.00,24.80
17.00,0.00,3.00,-20.20,11.80,-33.50,3.50,120.00,25.50
17.06,0.00,3.00,-23.00,13.20,-32.90,2.10,120.00,25.10
17.12,0.00,3.00,-20.80,12.40,-33.60,4.50,120.00,24.70
17.19,0.00,3.00,-22.10,13.80,-34.20,3.60,120.00,24.70
17.25,0.00,3.00,-22.10,13.80,-34.20,6.70,120.00,25.10
17.31,0.00,3.00,-20.60,13.00,-33.00,5.50,120.00,24.70
17.38,0.00,3.00,-20.60,13.00,-33.00,3.40,120.00,24.80
17.44,0.00,3.00,-20.00,12.70,-32.10,6.40,120.00,24.70
17.50,0.00,3.00,-19.90,9.60,-34.20,4.60,120.00,25.20
17.57,0.00,3.00,-19.90,9.60,-34.20,5.60,120.00,25.00
17.63,0.00,3.00,-22.60,11.20,-32.10,2.40,120.00,25.30
17.69,0.00,3.00,-22.10,13.80,-33.00,3.90,120.00,24.40
17.76,0.00,3.00,-21.80,12.40,-32.10,3.40,120.00,24.80
17.82,0.00,3.00,-21.80,12.40,-32.10,4.60,120.00,24.90
17.88,0.00,3.00,-21.50,12.70,-32.10,6.30,120.00,24.80
17.95,0.00,3.00,-22.30,11.70,-31.40,3.20,120.00,24.60
18.01,0.00,3.00,-22.30,11.70,-31.40,6.10,120.00,24.90
18.07,0.00,3.00,-21.40,11.40,-31.20,0.30,120.00,24.60
18.14,0.00,3.00,-22.30,12.00,-32.60,3.80,120.00,24.70
18.20,0.00,3.00,-22.30,12.00,-32.60,8.10,120.00,24.80
18.26,0.00,3.00,-21.70,12.30,-31.70,4.40,120.00,24.70
18.33,0.00,3.00,-21.80,11.70,-33.30,6.30,120.00,25.00
18.39,0.00,3.00,-20.90,11.40,-32.70,1.80,120.00,25.00
18.45,0.00,3.00,-20.90,11.40,-32.70,7.20,120.00,24.00
18.52,0.00,3.00,-19.70,11.70,-33.90,4.00,120.00,25.00
18.58,0.00,3.00,-19.70,11.70,-33.90,2.10,120.00,24.70
18.65,0.00,3.00,-21.50,11.20,-33.30,3.40,120.00,24.20
18.71,0.00,3.00,-23.00,12.70,-32.60,4.50,120.00,24.90
18.77,0.00,3.00,-20.50,12.40,-31.40,4.80,120.00,24.40
18.84,0.00,3.00,-20.50,12.40,-31.40,3.80,120.00,25.00
18.90,0.00,3.00,-20.90,12.30,-33.00,8.10,120.00,24.70
18.96,0.00,3.00,-21.80,13.20,-33.30,7.10,120.00,25.30
19.03,0.00,3.00,-21.40,13.00,-32.30,5.40,120.00,25.20
19.09,0.00,3.00,-22.10,13.30,-32.00,5.60,120.00,24.40
19.15,0.00,3.00,-22.60,13.20,-33.30,6.80,120.00,24.70
19.22,0.00,3.00,-21.50,12.40,-32.60,7.50,120.00,24.90
19.28,0.00,3.00,-23.00,11.20,-31.80,0.00,120.00,25.40
19.34,0.00,3.00,-21.80,11.70,-32.60,9.50,120.00,25.20
19.41,0.00,3.00,-20.00,10.50,-32.90,8.40,120.00,25.00
19.47,0.00,3.00,-21.40,11.40,-32.70,1.20,120.00,25.20
19.54,0.00,3.00,-22.30,10.90,-33.60,4.10,120.00,24.60
19.60,0.00,3.00,-22.90,11.10,-34.20,3.00,120.00,25.30
19.66,0.00,3.00,-21.40,12.30,-33.00,2.10,120.00,24.50
19.72,0.00,3.00,-21.70,12.30,-32.00,3.40,120.00,24.90
19.79,0.00,3.00,-22.10,11.80,-33.50,3.30,120.00,24.70
19.85,0.00,3.00,-21.70,11.80,-32.70,3.70,120.00,24.60
19.91,0.00,3.00,-20.80,12.40,-33.30,4.40,120.00,24.50
19.98,0.00,3.00,-21.40,10.60,-32.00,5.60,77.40,24.80
20.04,0.00,3.00,-21.40,12.60,-33.50,6.70,120.00,24.40
20.10,0.00,3.00,-21.40,12.60,-33.50,2.10,120.00,25.30
20.17,0.00,3.00,-22.10,11.40,-33.80,7.60,120.00,25.20
20.23,0.00,3.00,-20.20,11.80,-33.50,4.60,120.00,24.80
20.29,0.00,3.00,-20.80,11.20,-31.40,7.20,120.00,25.10
20.36,0.00,3.00,-21.10,11.20,-33.30,5.30,120.00,24.70
20.42,0.00,3.00,-21.40,11.80,-32.00,1.80,120.00,25.40
20.49,0.00,3.00,-21.40,12.60,-33.50,8.20,120.00,24.90
20.55,0.00,3.00,-21.40,12.60,-33.50,3.30,120.00,25.20
20.61,0.00,3.00,-20.00,12.70,-32.90,5.00,120.00,25.00
20.68,0.00,3.00,-19.90,12.30,-31.70,5.20,120.00,25.00
20.74,0.00,3.00,-20.90,11.80,-33.50,6.60,120.00,24.90
20.80,0.00,3.00,-20.90,11.80,-33.50,3.20,120.00,24.50
20.86,0.00,3.00,-21.50,12.00,-32.10,3.80,120.00,25.40
20.93,0.00,3.00,-21.50,12.00,-32.10,4.70,120.00,25.00
20.99,0.00,3.00,-20.80,10.90,-33.60,7.70,120.00,24.20
21.05,0.00,3.00,-20.50,13.20,-31.40,1.30,62.70,25.10
21.12,0.00,3.00,-22.10,11.80,-33.80,3.70,120.00,25.10
21.18,0.00,3.00,-22.60,11.70,-31.40,5.30,120.00,24.50
21.25,0.00,3.00,-20.80,12.40,-34.40,8.30,120.00,24.40
